,Africa East,Africa West,Albania,Algeria,Arab countries,Argentina,Armenia,Australia,Austria,Azerbaijan,Bangladesh,Belgium,Belarus,Bosnia,Brazil,Burkina Faso,Bulgaria,Canada,China,Chile,Colombia,Croatia,Czech Rep,Denmark,Dominican Rep,Egypt,Estonia,Ethiopia,Finland,France,Great Britain,Georgia,Germany,Greece,Hong Kong,Hungary,Iceland,Indonesia,India,Iran,Ireland,Iraq,Italy,Jordan,Japan,Korea South,Latvia,Lithuania,Luxembourg,Macedonia Rep,Malaysia,Mexico,Malta,Montenegro,Moldova,Morocco,Netherlands,Nigeria,Norway,New Zealand,Pakistan,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Russia,South Africa,El Salvador,Saudi Arabia,Serbia,Singapore,Slovak Rep,Slovenia,Spain,Sweden,Switzerland,Taiwan,Tanzania,Thailand,Trinidad and Tobago,Turkey,Ukraine,Uruguay,U.S.A.,Venezuela,Vietnam,Zambia
Bangladesh,1.6117300095814824,3.0637211214111972,1.6769455263759094,1.6179164622698163,1.4668611202147979,3.12148576242356,1.4983776472211714,4.47928875784884,4.415863837710443,1.5196546385984644,0.0,3.6898315798360337,3.2289595058246126,2.1843904028188317,2.130885067478766,1.0574476941063602,1.8260898580575902,3.987350002537301,2.265337354943204,3.046320501515447,3.3654629030874434,1.5880648167833082,2.351775987382902,5.230512904670489,2.4895433786947434,1.851114284881781,3.301123999967592,2.030006063256467,3.7564720673165906,3.029393317588419,4.507928821132115,1.5369875851219572,3.5332808521577217,2.5741959906449514,1.6880848372428918,3.792991379061786,4.973365044218417,1.286291759826641,1.5774596794405573,2.257851020766568,4.233976278999745,2.103242080307992,3.1349223445296515,1.813908003058574,3.7128203653386853,2.850698912410349,3.8933177006081894,3.5485628545247305,3.189769636711589,1.9272451928460914,2.2514996429042626,3.777287962193106,3.3754135857552967,1.9266800027634432,2.1829399361632436,1.903002003672935,4.624732292002791,3.2951170502265654,4.446186915861233,4.5998136607379125,1.625169377499226,2.210328368714323,1.7821775806277527,2.511072105212938,2.6020115721304746,3.9704798349244945,1.7133147406617952,2.616539689611332,2.577658861836109,3.764298683615805,2.0771973484193573,1.720122042321791,2.9171575518143817,3.292941934218348,2.721383202211615,2.4880379511618127,5.182765290457919,3.936405756205926,2.637619344951722,1.4494118882568294,1.8898035138200628,3.421314794478263,2.0764786353634457,3.2262927101580536,2.8696737350432406,4.387078051527623,3.969021367110829,1.8654267439016508,1.927699929758118
Belgium,3.6945295380178376,4.461880530151311,3.6548244597119357,3.6844688234740253,3.4206030685700934,3.016152961286646,3.2024936233934262,3.6304670081882597,3.426586462762868,2.905397220817797,3.6898315798360337,0.0,3.229521114396186,2.14924749513741,2.439055142291094,4.301090806442509,2.8718952448524933,3.190907858172546,4.2195256929449405,3.477702954962714,4.202821302314387,2.579486000670495,1.8367218579269242,4.971459702793784,4.060757201110364,5.139824049983409,3.0694936856319592,4.563973665323098,3.3303612214881753,1.1570554150444414,3.5306013915766483,3.410477787086014,2.2554838295261304,2.386298941769786,4.228392790472745,2.6457990759258374,4.279535596629709,3.7005427127960298,3.409127885942205,3.734846866520983,4.175288806229694,3.997184028237795,2.066937621926447,3.982322926249994,2.7279879690966196,3.0329510074550696,3.648520016804038,3.233334369644738,1.9448358407859072,2.410606033356296,4.216891829938414,3.797177105905596,1.7675018525854294,2.9230852701546546,3.094805807047409,3.6283509001898593,3.295494624401347,4.93771836689379,4.1498056949311675,3.6992606995915476,4.090497077528488,3.615174222832322,4.118447631579627,2.375142527176801,3.498080319398215,4.754953017391699,3.169152189525715,2.8239057197881268,3.8067718478540034,3.9049225771863756,2.748570644165024,3.0646174933131705,4.74989271545899,3.995748448500441,3.2071624040038786,2.039786878180659,4.635017972805151,2.496829909247167,2.9111742880125147,3.7861312008878705,3.6822406006052995,4.4805337119228055,2.3569890726521465,2.881944923631082,3.0376053906992597,3.5865432658767094,4.597503501259821,4.165612635322882,3.612180057671904
Belarus,3.7227149645318103,4.966838222289892,3.707985379088269,3.0129788808688858,3.4821710471553033,4.457014346764198,2.4015038988552915,5.718247957226798,5.824512738439952,2.144099731961044,3.2289595058246126,3.229521114396186,0.0,2.1248957629926633,3.3535326358144584,3.8509531761385882,1.9429636858646087,5.125140098905383,4.216693170806918,3.714859458773344,5.245735494886137,2.1951887443018094,3.0466578573448455,6.022686845502988,4.98312801430766,4.447452635121236,3.2312852664591993,4.890464387529611,4.37542949487505,2.680579783726833,5.75982147959482,3.447768888346885,4.333504748970329,3.468361048434716,4.125721706584314,4.828859654305192,5.218374793054307,3.3731848872738603,3.609995261282951,4.095488293403087,6.070063844467791,3.1219071060973316,3.9766940838617844,3.9600846912724386,4.732288757449391,2.634745455053656,3.1561976870543598,2.9872732174525956,3.911411069328248,1.8971512402087563,4.178066725284786,5.230562728802744,3.619450159485433,1.8640462007871563,1.479430426574645,3.787236496230261,4.407581742577396,5.522199355537246,4.7128184016744745,5.868976753073893,3.4899634664392387,3.6264007090868953,4.2935793111104275,3.379123073289198,3.031396627958352,5.921307794994819,1.922019301088474,0.9900858111361098,4.96870804445041,4.6811291583845644,3.3336724286082804,2.1444416991731883,4.832929608104513,4.8829664277804214,2.4935152730798174,2.9339264155914115,5.4748409038991594,5.022800212530549,3.3063490320853597,3.600873136434131,3.5189040512548426,5.6116520753701185,2.9493703611177478,0.554334132447925,3.4757348072177168,5.652646063922158,5.7900651711061375,3.8917677532542556,3.8440887398807684
Bosnia,2.6986593987781786,3.5012914762883156,2.4073363914858135,2.2911271651122336,2.2671125269107595,3.039613624298045,1.38763464174557,4.485805021232117,4.434932309443132,1.1955814022230666,2.1843904028188317,2.14924749513741,2.1248957629926633,0.0,1.713328634573617,2.9850407001350177,1.6935081345266667,3.965843591842149,3.2116689346712755,2.6928132062966434,3.4824170398280154,1.2510618714227166,2.0634317626526104,5.473754618244264,3.469677033047796,3.742994050845157,3.3231204320196337,3.4033874529239725,3.742568427522766,1.7832644267994067,4.52486105994651,2.2127479893452553,3.3075830091795027,1.989106257951188,3.270089144729022,3.618382176911861,4.847461558747212,2.265547084907832,2.6028693258909192,3.1146798125694874,4.741271715685679,2.394459971533762,2.9271332310934395,2.804649788013583,3.225207615855484,2.3063621215391583,3.7993707351704953,3.405020170553842,2.7742549622623667,0.5436570363304983,2.840479672442112,3.300676644223786,2.3408075169380784,1.2303996479958705,1.3857206130493478,2.8343253310706418,4.074761101576692,3.8348372266340753,4.475327848040608,4.647005984808873,3.049901788763505,2.5188717886377168,2.8581847265335782,2.231282652842722,2.5571343466741494,4.382727337221657,1.414345020981545,1.386814008355859,3.3645825588683484,3.284868719378001,2.062078928709264,1.2873969321114216,3.867027228139334,3.4669558865006893,2.1221050862905497,1.9428117540501342,5.0718603229072965,3.6342819805053646,2.2686264082108627,2.621505522608767,2.5734151509558294,4.0238789525692855,1.5728123571569332,2.0232246676234458,2.4734752365227415,4.431931083206511,3.8712418801568576,3.06938773579006,2.8542758973772
Brazil,1.6388799748846778,2.1634898564737246,2.915944308607739,1.757175679736577,1.5670408409538148,1.567598540331884,2.124813163388322,3.230973398506589,3.4367710598611856,2.06821498603463,2.130885067478766,2.439055142291094,3.3535326358144584,1.713328634573617,0.0,2.3960668362803346,2.2849802493724183,2.7403573848059737,3.459225365378004,1.5830225068258905,2.1682847242655585,1.4202485273463565,2.056728944180738,4.290910415509103,2.1479766546709396,3.286761853878017,3.2658849920717965,2.335816690693996,2.561740860032047,1.8081178389125212,3.5379327447390247,1.6764382438788856,2.9718449456928573,1.3464713158744355,3.0409041188469623,3.3359847620752765,3.753039029506802,2.107933795840732,2.346812435831214,1.8185345839524496,3.3849183824490883,2.6757698464827087,2.660109734448443,1.6709500444072702,3.3890238412904186,2.938045108510832,3.7152812939445345,3.423746861644542,1.9286867084730062,1.7464933058321142,2.46304968534832,2.2896263865708573,1.4954786432733633,2.478711690055904,2.596156339625802,2.030131710907887,3.399224872271341,2.6927069739521605,3.457313148467187,3.3169298323591163,2.910453888882324,1.5327290481265772,2.349582386027153,2.009914232113007,2.048411826880853,2.9271113107746127,2.1931995403021682,2.82812990484691,1.93877224595988,2.09930333081978,0.9163592210997213,1.9111822191698769,3.524703711129572,3.9469253022477395,1.8789487432493357,1.2224875326831892,4.118775648507812,2.884473589686498,2.3775317840091,1.75147551651752,1.5154823856667194,2.4092814799783313,0.6697365647106448,3.3235946791601023,1.4859406561704327,3.2477707883019376,2.826316911288132,2.622191792346404,1.6805661353614443
Burkina Faso,1.267477635389769,2.787406378404022,2.5380394330908014,1.4691172980130482,1.472171620743349,2.987714941241335,2.2394607055236744,4.369408665742226,4.491840515127957,2.29479711386927,1.0574476941063602,4.301090806442509,3.8509531761385882,2.9850407001350177,2.3960668362803346,0.0,2.4000288611100506,3.9329468184059353,2.9563916436806603,2.943162425403596,3.243728394623715,2.0990538161744112,2.883265646735817,4.912876386598042,2.195270827339361,1.1818042263190465,3.5395382690796606,1.616560402454342,3.5472816086281966,3.4976189738191747,4.589112951171989,1.6376309731069596,3.9312413667040302,2.8464757537956182,1.9566260192571565,4.165328429436746,4.706637885721964,1.7931010997002197,1.979474016071657,1.746083582047742,4.015033447054771,2.3698008402067687,3.523345107144361,1.3282609261113325,4.367928810026371,3.47470804610188,3.959599280824143,3.754636133718601,3.4178396058685827,2.671517674056962,2.5402088030719363,3.9397209807176825,3.607454570184797,2.781019001230409,2.9043628287446106,1.6180102053696501,4.694112191333809,3.1254270008593963,4.159394865610878,4.4661450656443025,1.604819602945029,2.0087325612997917,1.9728359712426358,2.8367813761690144,2.4740605919202077,3.68483827867311,2.308813229408481,3.391383578177095,2.4031034119943593,3.6810920125954256,2.1903200521469324,2.28116868580203,3.1531914129234533,4.102014793323068,2.8487186732522347,2.6901411466430623,5.031418022855292,4.240433394106953,3.2078897787001823,1.186229135876002,1.592594705101141,3.042927047554851,2.3425246880205184,3.9183230294126963,2.804744498216884,4.316727643234904,4.014909214814538,1.957559236764578,1.5780279021216608
Bulgaria,2.4437067612555885,4.028479248084977,2.5236422166838497,2.1249896559131476,2.408933630661049,3.254507401834504,1.2025566442139701,4.798503269555052,4.35420223167034,1.0216371060585678,1.8260898580575902,2.8718952448524933,1.9429636858646087,1.6935081345266667,2.2849802493724183,2.4000288611100506,0.0,4.196727179143092,3.1175046783122653,2.8993286829423623,4.065068777972607,0.9298343941946444,1.8326131319846035,5.280893958060174,3.713474409061879,3.2222697707390937,2.410920298864096,3.4419463118577744,3.511412820136753,2.3020125341332203,4.800133302089467,1.8252457617857607,3.1440435879281594,2.2108487384592563,2.802454831265292,3.7038694786473045,4.744064786758094,2.1794563137589558,2.5810862347289434,2.906493720432794,4.818888393860854,2.433144037677258,2.8981834537737985,2.726635967764423,3.4949728004464826,1.5858163947989747,2.935038127972841,2.463688480600103,2.79288512917365,1.418780568577151,3.509899557143577,4.369459469739649,2.8598744697810363,1.0621885920397318,1.101838808442007,2.6532623978728425,4.089179075568111,4.420898996660142,4.1497865824118225,4.7822604698451325,1.7140490062269653,2.3652025523687596,3.3375444403703627,2.3648939644302778,2.0703531097727064,4.981334601465988,1.24574819679843,1.4001778231956585,3.459238513647775,3.8689933772213654,2.4543681247507503,1.2540471373562907,3.882333123038746,4.094347832755214,2.0113543143535346,1.8835238047870562,5.022938547285953,3.87600859756021,2.100762950860166,2.404198759764697,2.3144062413772803,4.238877751291739,1.8003532034674392,1.891942875974538,2.552280968061936,4.740188780624261,4.789064519690914,2.7781100060955675,2.627864377339728
Canada,2.9661967730618164,3.4579557354893407,4.636628017257658,3.684578457263106,3.283314371120414,2.479260368315779,4.5586431137515175,0.929702553599583,2.7105277637636953,4.345661955185775,3.987350002537301,3.190907858172546,5.125140098905383,3.965843591842149,2.7403573848059737,3.9329468184059353,4.196727179143092,0.0,4.521898062579522,3.533123875014094,3.80135244794821,3.584257782752012,2.8641395945461032,2.5243259059102603,2.608299324592727,4.703375025160601,3.3853291524495486,3.854294221657212,1.780232100445909,2.7535938358653103,1.241304120552498,3.8989460098105146,2.6342968075501907,3.4115057291695283,3.843771465985668,3.164724472068393,2.370827581828472,3.8687681986766744,3.0653102712139,2.575451205179397,1.3717302263608122,4.9046018166807395,2.601092962014446,3.441579150568601,4.302127794920577,4.684609627768042,3.7485467490417013,3.6889888690020523,1.863524531532185,3.998592197756995,3.8764644823913867,3.7728493866042196,2.61364112223042,4.698812508544383,4.863611970544617,3.130376527701418,2.461074244244004,4.234918847757191,2.554730350145571,0.9543055519300883,4.3944112639081325,3.7501614557483522,3.676792976049676,3.2496023850622637,4.02494365196409,2.841421805774631,4.474110134601211,4.869725821446292,2.61938133943184,3.8950997987008975,2.4173215238021353,4.363087482757015,4.062936131088103,4.828118370027841,3.9514170744076087,2.6803821124776617,2.9002579798753434,2.0103062222721606,3.9863983188484604,3.202769022948337,3.3080973020747826,3.063621862819617,3.0434819079754254,4.956237537749345,3.388336880393888,0.8460197238721731,4.328614202660904,3.6301287380363685,2.5945187811288744
China,3.0634797390061883,4.32585245713639,2.393678796646063,3.6203650721224556,3.402802383101467,4.615514404505737,3.0551259011652125,5.1429351079135674,4.677247517929684,3.0732102759281825,2.265337354943204,4.2195256929449405,4.216693170806918,3.2116689346712755,3.459225365378004,2.9563916436806603,3.1175046783122653,4.521898062579522,0.0,4.589469921571272,4.714090973873013,3.0854125572601907,3.0029994308874595,5.579329049052253,3.593597455548451,3.703772444436934,3.587852489376022,3.4823123239772413,4.658552653193938,3.978850773569816,4.488804131916541,3.4380099309562633,3.496405220249185,4.081088411100095,1.3805323346139213,4.302365860172424,5.782937231710634,1.8571616414560908,2.0727201077759854,3.8948103800849863,4.630312515853559,4.181967394687005,3.7180592625454536,3.69969862296391,3.7957725591617675,3.1722721354428196,4.556782928328909,3.9931520403063443,3.7438981911544786,3.2722877890777395,2.76771085787993,4.831964959831708,4.586217044696236,3.0535451946544976,3.4921181044177594,3.8000430825409297,4.9783574972985924,4.32918383849943,5.274601196700804,5.074446499740022,3.04967098813524,4.129401706619661,2.84027940852564,4.0322955320413625,4.583916643131041,4.838405517448674,3.4845411629424086,3.614902880180576,3.3096238620682645,5.235313883260598,3.43400411555694,3.4979972292927597,1.8548261516764486,2.7452718064416812,4.22504022983811,3.880544524261342,5.4325081089062754,3.860954531506495,2.6597183823012633,2.9062115830391284,3.5082360173274343,4.4478652365098945,3.612784680743931,4.076972698897869,4.674623120029912,4.925987906072241,4.985250690975899,2.016051861367746,3.2489159778391263
Chile,2.139362595058762,2.1717872133390506,4.177283149030184,2.005122730571608,2.4600911688804143,2.0266578738502474,2.799338905474424,4.022040407303683,4.272755396695445,2.8868429204271218,3.046320501515447,3.477702954962714,3.714859458773344,2.6928132062966434,1.5830225068258905,2.943162425403596,2.8993286829423623,3.533123875014094,4.589469921571272,0.0,2.278872319515388,2.1413655968139382,3.2950204824983658,4.3451395818238066,3.023518231496741,3.756329859737303,3.8894086265823957,2.8707792518201,2.66712023541744,2.773038296838064,4.567578723282715,2.218529921496715,4.132027075554215,2.0527870469856535,4.033281472968486,4.6524489825247075,3.642928813149741,2.866897015813966,3.5681012279909363,2.2276441109111764,4.205550206911227,3.156675689809214,3.960557288060023,1.8878407421203405,4.658473330485075,3.415404104520055,3.9615865211447665,3.825975333177451,2.8378083868509387,2.6346231843775914,3.2511447014546317,2.7673369198838373,2.084079082182262,3.254640881802635,3.1223817369747406,2.7925376579258403,3.591400656002965,2.81379097579099,3.293848680314963,3.970438105681522,3.452949357277919,1.2993705799315511,3.391594182180953,3.1152184458347203,1.6792005280077258,3.2852288950913486,2.7735499985884,3.43799051067124,2.679444512821775,1.2998824584080568,1.9113702012535352,2.4277074908952336,4.311820935125484,5.464056918508961,1.3321283962192878,1.9470995087232252,4.064480266456058,4.010358156194283,3.001117483694602,2.2664458156230567,1.4861823115712791,2.5165840662081833,1.5351098128175404,3.8804584392736508,1.1939245039355117,4.132095050823322,3.1098225231338903,3.266894786926119,2.204515150725003
Colombia,2.811508146918337,1.6878416533951182,3.950227662732176,2.9958842092084272,2.6661354335092207,2.0154439312446364,3.47381960791457,3.9454779290161652,4.042392909995225,3.627641862708966,3.3654629030874434,4.202821302314387,5.245735494886137,3.4824170398280154,2.1682847242655585,3.243728394623715,4.065068777972607,3.80135244794821,4.714090973873013,2.278872319515388,0.0,3.309407442084708,3.954843415097242,5.287590559765268,2.3456127285823185,3.766623984109266,5.223323842723847,2.0278849559856327,3.900228911508246,3.814500739725888,4.557306097389762,2.540182071604364,4.540358510767072,2.439725751291943,4.306232722649086,4.486352295633934,4.919420135618789,3.4050273809511555,3.881625156963829,2.750130898565082,3.8874509668941113,3.470852812250608,4.229465934961892,2.193074604541755,4.326576390607273,4.57323018147401,5.668180780718019,5.409313404042501,3.5629986823654476,3.5339164458346697,3.222807985564202,1.3011205925706957,2.884715274533784,4.098773007442307,4.218965364108436,3.051474136727372,5.015808037026326,1.4606084594031847,4.774373647619864,4.019008936935218,4.1120992951208155,2.122609446886642,2.974394201518727,3.3670310264611927,3.1158816538188683,2.477070441090275,3.7191537658494314,4.635347529617965,2.1441930751269607,1.54248672375348,2.6576212245863564,3.359867965049052,4.5778544710400455,4.919902469599726,3.3548630529937675,3.0996538617298985,5.331775439466284,4.069046813555926,3.8652352570656645,2.946061309628927,2.6080618226061034,1.566282200223129,2.525290424956095,5.287719296055226,2.4224958271051498,4.0750112374216805,1.1502162505955205,3.8880251230981875,2.913969773755491
Croatia,1.7997457059418165,3.1693951661647333,2.533004903670224,1.490512418463368,1.765115996701472,2.5851758732913814,1.187587484894827,4.177699174201958,4.0750449320403686,1.0392623786492219,1.5880648167833082,2.579486000670495,2.1951887443018094,1.2510618714227166,1.4202485273463565,2.0990538161744112,0.9298343941946444,3.584257782752012,3.0854125572601907,2.1413655968139382,3.309407442084708,0.0,1.7403091509372783,4.772536766267512,3.018886342668718,3.01140654589666,2.5914642284323515,2.870254080875859,2.981073391643926,1.8444343651308117,4.295901524638589,1.4822816658769284,3.0563852298256275,1.732329284388219,2.686054893030282,3.5884285004812915,4.199790486976252,1.7773270466512845,2.2121254575271383,2.259234276497394,4.264302064832299,2.224121438834495,2.7522616036795133,2.0418045015331687,3.505223520850212,1.9967105879334759,3.0186163241727018,2.6557551565686013,2.3645139214549546,0.9992319888059025,2.820984346057666,3.5587369752098668,2.2376776841574357,1.3580018531940081,1.386775923461523,2.1572531785799907,3.64202785731412,3.6504155287779803,3.682259716908387,4.2194062479942325,2.050331332761397,1.7562575239548,2.7246442590241946,2.066896511227291,1.7026248748867567,4.1244107974509285,1.15118494880728,1.6750299333174674,2.8259929119158502,3.085108529901579,1.5993529097854484,0.9877089350167504,3.529088350088143,3.965140213840449,1.455132803142043,1.3141410015937343,4.500940804456016,3.5027818651027913,1.9972619497200093,1.7747854939039616,1.6231807068022466,3.507335860165662,1.011934362292339,2.200708759261411,1.9061116396774254,4.13975329031279,4.009895173403237,2.405801054488423,1.9714219591867397
Czech Rep,2.552695496798978,4.009125046050085,2.5630032232240776,2.780959732788325,2.4571897387758614,2.684109785557729,2.4124878005233046,3.4076513244642967,2.993083626262202,2.095991766292253,2.351775987382902,1.8367218579269242,3.0466578573448455,2.0634317626526104,2.056728944180738,2.883265646735817,1.8326131319846035,2.8641395945461032,3.0029994308874595,3.2950204824983658,3.954843415097242,1.7403091509372783,0.0,4.4941438201279915,3.130189141379722,3.746405342703681,1.9712582495243047,3.515326975393935,2.844640793250747,1.515793020013796,3.2048120095551136,2.3989443930334513,1.5014555751825012,2.108035924568952,2.6812856982185345,2.1190959927216237,4.083470217183045,2.6165772092977657,2.074574752113956,2.705119823237504,3.4844372120307594,3.28441350898144,1.1776312775725724,3.0359229088339688,2.4943161039334627,2.4238517907326758,2.8891404870026687,2.3721961573527994,1.534807857941277,2.0471516412389454,3.553353580012318,4.012209692342567,2.2214179865074177,2.2632032075547914,2.5598137207981386,2.507242999778306,3.3549023287643673,4.473967833215867,3.7058646347776274,3.407168872071804,2.4931903926059444,2.933926587008132,3.1929446293517167,1.7341994730278527,2.89887198604481,4.391243637481425,2.4577201442502306,2.5342433287415242,2.9078696934982915,4.021261852957875,2.137417815895672,2.4367753014990448,3.704653610494772,3.3541716461597426,2.9196747472613453,1.536092366509946,4.427905478701476,2.280320860423986,2.322540262059692,2.647675241623968,2.7720683812905187,3.8850052435738713,1.8728869240159405,2.7334900575479004,2.7894239613212433,3.296324784457523,4.587678259514408,2.9321559604824805,2.501932569734406
Denmark,3.8365677224821413,4.4653282030677675,6.378787180285379,4.673833351239848,4.785118043166781,4.210019791429031,5.886026476048981,3.0917910839633422,4.323125478796556,5.74666564806238,5.230512904670489,4.971459702793784,6.022686845502988,5.473754618244264,4.290910415509103,4.912876386598042,5.280893958060174,2.5243259059102603,5.579329049052253,4.3451395818238066,5.287590559765268,4.772536766267512,4.4941438201279915,0.0,4.16191144544827,5.732579638929023,3.8201234900779455,5.129912469701105,2.056060941197944,4.368500550318371,3.061551095408598,5.2573452726332075,4.226691187702555,5.097172524653785,4.720518216391007,5.377569631266589,1.5141423525143964,4.77016623328739,4.382514858796375,3.661253510800331,2.991289211848879,6.384055887015112,4.6204247168808905,4.516892386727589,6.328407335546658,5.544116549509324,3.685679065428432,3.8871921046343094,3.4112537512476853,5.442177008012169,4.962551386858328,5.5459848887362915,4.314281502225479,6.028685886748769,6.0593136264498595,4.597683448591269,2.185654801259909,5.371795782619448,1.632023502615594,2.6267293060034853,5.320416005420951,4.866372486474811,5.159070016161721,5.211938722444121,5.001110377071345,3.997229909144219,5.759975219582492,6.060443379873021,3.9296853877910802,5.003593246942154,3.834301326207608,5.661525508851209,4.482084135802151,6.803002169570572,4.62545048962903,4.109889951843093,1.244200179336205,3.841756265828923,4.88228943102112,4.040034941712787,4.0568872701084775,4.120000696594665,4.4767892693502604,5.997227120874554,4.6409184289088685,3.057213136059374,5.916785783361452,4.130011147480402,3.461231630200091
Dominican Rep,1.7536107306276598,1.8347353570392844,3.2728068605610954,2.445610860235305,1.751544262635431,2.199517752361289,3.4823259647616256,2.7741888170485938,3.665525854429473,3.439623638209581,2.4895433786947434,4.060757201110364,4.98312801430766,3.469677033047796,2.1479766546709396,2.195270827339361,3.713474409061879,2.608299324592727,3.593597455548451,3.023518231496741,2.3456127285823185,3.018886342668718,3.130189141379722,4.16191144544827,0.0,2.6765601808167387,4.201773005055703,1.4958479493161267,3.117836727610193,3.40906068870461,3.2055282577876927,2.6104131682128395,3.6768605260041625,2.9419976566156403,2.785082897243482,3.651931411317752,4.077391078458084,2.697233629096225,2.2054173424676486,1.5470714073627094,2.4296232128889135,3.4285156174219433,3.2322897054846242,1.7313294967756572,4.238973126657646,4.549747478623626,4.672050810532643,4.525291462350219,2.9957125565861635,3.377005164626158,2.328458048892861,2.7489563388310594,3.154257194975447,3.9605811809975395,4.172181545678858,1.843489990074723,4.300049634514798,2.3092368193945005,3.9019469350831644,3.056745242881861,3.37849293322675,2.5925970113815002,1.6419574186477695,2.8735153555886592,3.3604705899016873,1.7970517687497878,3.533698229769274,4.4841514715170225,1.4176100585537408,3.201399953546778,1.8630162412459144,3.4032812928920895,3.2908279491777446,3.9337844553221992,3.6059961277561055,2.835298313140001,4.4811780399641155,3.346090323434837,3.8189803342789665,1.8905726816581034,2.2520841925058406,1.836404550779836,2.5735762032903775,4.941905436452089,2.9382296349885824,2.748434021337717,2.882017452452147,2.6660546295974217,1.669442454613152
Egypt,2.279109418816203,3.316981964335431,2.877422383230418,2.0802367009336358,1.9405036784765592,3.6449424085728475,2.908271804039104,4.97187980449263,5.3441328974125355,2.937654029773644,1.851114284881781,5.139824049983409,4.447452635121236,3.742994050845157,3.286761853878017,1.1818042263190465,3.2222697707390937,4.703375025160601,3.703772444436934,3.756329859737303,3.766623984109266,3.01140654589666,3.746405342703681,5.732579638929023,2.6765601808167387,0.0,4.473502786312305,2.02922948159363,4.439944414999889,4.300876906823056,5.352612704095284,2.3859710594912578,4.850292302078471,3.5930288055373647,2.7380032212497483,4.701995989266587,5.468640519738885,2.8044268697988213,2.6754126324092575,2.3911336714225286,4.663057180102089,2.3495298880565634,4.200682169629934,1.9858606237708492,5.066715956732329,4.469172501252102,4.7550781629313645,4.67073785266375,4.414683185988883,3.3586832547204097,3.098327580653056,4.475131801677007,4.4163163402796615,3.445588279395584,3.523554844849222,1.907372098778309,5.659592845947111,3.590288903596611,4.9793374204251135,5.233917430632136,2.3019640226142504,2.7107899640008366,2.271888706921148,3.290317920025709,3.0655218360575915,4.140257944086274,2.824331232717666,4.0336259764077225,3.282753852861842,4.34075839172902,3.0059348669377033,2.8995269546411624,3.987344197745184,4.427102373215156,3.6941356650667982,3.555467829111578,5.9511413070304044,5.174488119102809,4.32423324456284,2.18045526948971,2.5597906885109447,3.73052432462873,3.2248189752830996,4.5368431594214425,3.4706833240211576,4.932442589742139,4.469267249205529,2.928709754356065,2.515787035700743
Estonia,3.0686705397745886,4.887619474889013,4.063379825120061,3.447351836758608,3.6246800137339283,3.854289978065727,3.489589011469033,4.1387250081412015,3.8206498821571464,3.2426570197085405,3.301123999967592,3.0694936856319592,3.2312852664591993,3.3231204320196337,3.2658849920717965,3.5395382690796606,2.410920298864096,3.3853291524495486,3.587852489376022,3.8894086265823957,5.223323842723847,2.5914642284323515,1.9712582495243047,3.8201234900779455,4.201773005055703,4.473502786312305,0.0,4.58460863066914,2.6104461536658516,2.586420842636639,3.7464192982868685,3.528297418305078,2.2833288060241683,3.5261975443055307,3.041049771412407,3.664142168927182,3.575693880232464,3.192582041338623,2.8800250426577376,3.3356519768246993,4.090611484386153,4.486112708622375,2.675891767859692,3.8618959922684395,4.136397847765122,2.610104510835363,1.371886683993306,0.6531879953969677,2.2555355404612474,3.2202175724043736,4.406134870738449,5.470151020524157,3.3585646555329385,3.2568302660817103,3.3410939058967624,3.5266814968475333,2.70001061550279,5.539971032377179,2.9682130400006823,3.8741211615587505,2.8756315307327607,3.8052082102649742,4.362511298665782,3.3753692535998807,3.5039959453435907,5.27460929606243,3.4135574031770655,3.2142397535237315,3.824943324407545,4.966224852169598,3.073976661023941,3.4571593141938797,3.817987497973693,4.886868374778322,3.211746292543954,2.5051995934887494,3.6489002611557853,3.159196904476147,2.7344426360391894,3.1533186479153055,3.2384891275991303,4.738104883853636,3.003360481560194,3.034641985890402,3.6865569171462793,4.004298681264825,5.9813617404906285,3.0398271023602264,2.9455327503143214
